# tildes-es.tsv — mapa de restauración de tildes (generado, NO editar a mano)
# Generador: scripts/gen-tildes.ts  |  Regla: entra solo si la forma sin
# tilde NO es palabra española válida y la restauración es única.
# Fuente: RLA-ES via LibreOffice/dictionaries (MPL 1.1)
# es_ES.dic sha256=6975dddec3d5d2c676069537bc67b4b5f786c65c5d4cf6703a82acf779ac9ec1
# es_ES.aff sha256=e73a9bf8e1383f4986a5dc9e2fbed49371c0c61f511c626d15586bd433c1cad9
# pares=157895
abaca	abacá
habiendomelas	habiéndomelas
habiendomelo	habiéndomelo
habiendomelos	habiéndomelos
habiendonos	habiéndonos
habiendonosla	habiéndonosla
habiendonoslas	habiéndonoslas
habiendonoslo	habiéndonoslo
habiendonoslos	habiéndonoslos
habiendoos	habiéndoos
habiendoosla	habiéndoosla
habiendooslas	habiéndooslas
habiendooslo	habiéndooslo
habiendooslos	habiéndooslos
habiendose	habiéndose
habiendosela	habiéndosela
habiendoselas	habiéndoselas
habiendoselo	habiéndoselo
habiendoselos	habiéndoselos
habiendote	habiéndote
habiendotela	habiéndotela
habiendotelas	habiéndotelas
habiendotelo	habiéndotelo
habiendotelos	habiéndotelos
habil	hábil
habiles	hábiles
habilitabamos	habilitábamos
habilitacion	habilitación
habilitais	habilitáis
habilitandole	habilitándole
habilitandoles	habilitándoles
habilitandose	habilitándose
habilitaramos	habilitáramos
habilitaria	habilitaría
habilitariais	habilitaríais
habilitariamos	habilitaríamos
habilitarian	habilitarían
habilitarias	habilitarías
habilitasemos	habilitásemos
habiliteis	habilitéis
habilmente	hábilmente
habitabamos	habitábamos
habitacion	habitación
habitaculo	habitáculo
habitaculos	habitáculos
habitais	habitáis
habitandola	habitándola
habitandolas	habitándolas
habitandolo	habitándolo
habitandolos	habitándolos
habitandome	habitándome
habitandonos	habitándonos
habitandoos	habitándoos
habitandose	habitándose
habitandote	habitándote
habitaramos	habitáramos
habitaria	habitaría
habitariais	habitaríais
habitariamos	habitaríamos
habitarian	habitarían
habitarias	habitarías
habitasemos	habitásemos
habitat	hábitat
habitats	hábitats
habiteis	habitéis
habitos	hábitos
habitua	habitúa
habituabamos	habituábamos
habituais	habituáis
habituan	habitúan
habituandome	habituándome
habituandonos	habituándonos
habituandoos	habituándoos
habituandose	habituándose
habituandote	habituándote
habituaramos	habituáramos
habituaria	habituaría
habituariais	habituaríais
habituariamos	habituaríamos
habituarian	habituarían
habituarias	habituarías
habituas	habitúas
habituasemos	habituásemos
habitueis	habituéis
habituen	habitúen
habitues	habitúes
hablabamos	hablábamos
habladuria	habladuría
habladurias	habladurías
hablais	habláis
hablale	háblale
hablales	háblales
hablame	háblame
hablandola	hablándola
hablandolas	hablándolas
hablandole	hablándole
hablandoles	hablándoles
hablandolo	hablándolo
hablandolos	hablándolos
hablandome	hablándome
hablandonos	hablándonos
hablandoos	hablándoos
hablandose	hablándose
hablandote	hablándote
hablanos	háblanos
hablaramos	habláramos
hablaria	hablaría
hablariais	hablaríais
hablariamos	hablaríamos
hablarian	hablarían
hablarias	hablarías
hablasemos	hablásemos
hableis	habléis
hablemonos	hablémonos
hablense	háblense
hablese	háblese
habon	habón
habra	habrá
habran	habrán
habras	habrás
habre	habré
habreis	habréis
habria	habría
habriais	habríais
habriamos	habríamos
habrian	habrían
habrias	habrías
haceis	hacéis
hacendabamos	hacendábamos
hacendais	hacendáis
hacendandose	hacendándose
hacendaramos	hacendáramos
hacendaria	hacendaría
hacendariais	hacendaríais
hacendariamos	hacendaríamos
hacendarian	hacendarían
hacendarias	hacendarías
hacendasemos	hacendásemos
hacende	hacendé
hacendeis	hacendéis
hacendo	hacendó
hacermela	hacérmela
hacermelas	hacérmelas
hacermelo	hacérmelo
hacermelos	hacérmelos
hacernosla	hacérnosla
hacernoslas	hacérnoslas
hacernoslo	hacérnoslo
hacernoslos	hacérnoslos
hacerosla	hacérosla
haceroslas	hacéroslas
haceroslo	hacéroslo
haceroslos	hacéroslos
hacersela	hacérsela
hacerselas	hacérselas
hacerselo	hacérselo
hacerselos	hacérselos
hacertela	hacértela
hacertelas	hacértelas
hacertelo	hacértelo
hacertelos	hacértelos
hachabamos	hachábamos
hachais	hacháis
hachandose	hachándose
hacharamos	hacháramos
hacharia	hacharía
hachariais	hacharíais
hachariamos	hacharíamos
hacharian	hacharían
hacharias	hacharías
hachasemos	hachásemos
hacheabamos	hacheábamos
hacheais	hacheáis
hacheandose	hacheándose
hachearamos	hacheáramos
hachearia	hachearía
hacheariais	hachearíais
hacheariamos	hachearíamos
hachearian	hachearían
hachearias	hachearías
hacheasemos	hacheásemos
hacheeis	hacheéis
hacheis	hachéis
hachis	hachís
hachon	hachón
haciais	hacíais
haciamos	hacíamos
hacian	hacían
hacias	hacías
haciendola	haciéndola
haciendolas	haciéndolas
haciendole	haciéndole
haciendoles	haciéndoles
haciendolo	haciéndolo
haciendolos	haciéndolos
haciendome	haciéndome
haciendomela	haciéndomela
haciendomelas	haciéndomelas
haciendomelo	haciéndomelo
haciendomelos	haciéndomelos
haciendonos	haciéndonos
haciendonosla	haciéndonosla
haciendonoslas	haciéndonoslas
haciendonoslo	haciéndonoslo
haciendonoslos	haciéndonoslos
haciendoos	haciéndoos
haciendoosla	haciéndoosla
haciendooslas	haciéndooslas
haciendooslo	haciéndooslo
haciendooslos	haciéndooslos
haciendose	haciéndose
haciendosela	haciéndosela
haciendoselas	haciéndoselas
haciendoselo	haciéndoselo
haciendoselos	haciéndoselos
haciendote	haciéndote
haciendotela	haciéndotela
haciendotelas	haciéndotelas
haciendotelo	haciéndotelo
haciendotelos	haciéndotelos
hacinabamos	hacinábamos
hacinais	hacináis
hacinandose	hacinándose
hacinaramos	hacináramos
hacinaria	hacinaría
hacinariais	hacinaríais
hacinariamos	hacinaríamos
hacinarian	hacinarían
hacinarias	hacinarías
hacinasemos	hacinásemos
hacineis	hacinéis
hadron	hadrón
hagais	hagáis
hagala	hágala
hagalas	hágalas
hagale	hágale
hagales	hágales
hagalo	hágalo
hagalos	hágalos
hagame	hágame
hagamonos	hagámonos
haganla	háganla
haganlas	háganlas
haganle	háganle
haganles	háganles
haganlo	háganlo
haganlos	háganlos
haganme	háganme
hagannos	hágannos
haganos	háganos
haganse	háganse
hagase	hágase
haiti	haití
halabamos	halábamos
halagabamos	halagábamos
halagais	halagáis
halagandole	halagándole
halagandoles	halagándoles
halagandose	halagándose
halagaramos	halagáramos
halagaria	halagaría
halagariais	halagaríais
halagariamos	halagaríamos
halagarian	halagarían
halagarias	halagarías
halagasemos	halagásemos
halagueis	halaguéis
halagueña	halagüeña
halagueñas	halagüeñas
halagueño	halagüeño
halagueños	halagüeños
halais	haláis
halandose	halándose
halaramos	haláramos
halaria	halaría
halariais	halaríais
halariamos	halaríamos
halarian	halarían
halarias	halarías
halasemos	halásemos
halcon	halcón
halconeabamos	halconeábamos
halconeais	halconeáis
halconeandose	halconeándose
halconearamos	halconeáramos
halconearia	halconearía
halconeariais	halconearíais
halconeariamos	halconearíamos
halconearian	halconearían
halconearias	halconearías
halconeasemos	halconeásemos
halconeeis	halconeéis
haldeabamos	haldeábamos
haldeais	haldeáis
haldeandose	haldeándose
haldearamos	haldeáramos
haldearia	haldearía
haldeariais	haldearíais
haldeariamos	haldearíamos
haldearian	haldearían
haldearias	haldearías
haldeasemos	haldeásemos
haldeeis	haldeéis
haleis	haléis
halito	hálito
halitos	hálitos
hallabamos	hallábamos
hallais	halláis
hallandola	hallándola
hallandolas	hallándolas
hallandole	hallándole
hallandoles	hallándoles
hallandolo	hallándolo
hallandolos	hallándolos
hallandome	hallándome
hallandonos	hallándonos
hallandoos	hallándoos
hallandose	hallándose
hallandote	hallándote
hallaramos	halláramos
hallaria	hallaría
hallariais	hallaríais
hallariamos	hallaríamos
hallarian	hallarían
hallarias	hallarías
hallarmela	hallármela
hallarmelas	hallármelas
hallarmelo	hallármelo
hallarmelos	hallármelos
hallarnosla	hallárnosla
hallarnoslas	hallárnoslas
hallarnoslo	hallárnoslo
hallarnoslos	hallárnoslos
hallarosla	hallárosla
hallaroslas	hallároslas
hallaroslo	hallároslo
hallaroslos	hallároslos
hallarsela	hallársela
hallarselas	hallárselas
hallarselo	hallárselo
hallarselos	hallárselos
hallartela	hallártela
hallartelas	hallártelas
hallartelo	hallártelo
hallartelos	hallártelos
hallasemos	hallásemos
halleis	halléis
hallemonos	hallémonos
hallense	hállense
hallese	hállese
halogena	halógena
halogenas	halógenas
halogeno	halógeno
halogenos	halógenos
hamacabamos	hamacábamos
hamacais	hamacáis
hamacandola	hamacándola
hamacandolas	hamacándolas
hamacandolo	hamacándolo
hamacandolos	hamacándolos
hamacandome	hamacándome
hamacandonos	hamacándonos
hamacandoos	hamacándoos
hamacandose	hamacándose
hamacandote	hamacándote
hamacaramos	hamacáramos
hamacaria	hamacaría
hamacariais	hamacaríais
hamacariamos	hamacaríamos
hamacarian	hamacarían
hamacarias	hamacarías
hamacasemos	hamacásemos
hamaqueis	hamaquéis
hambreabamos	hambreábamos
hambreais	hambreáis
hambreandose	hambreándose
hambrearamos	hambreáramos
hambrearia	hambrearía
hambreariais	hambrearíais
hambreariamos	hambrearíamos
hambrearian	hambrearían
hambrearias	hambrearías
hambreasemos	hambreásemos
hambreeis	hambreéis
hambron	hambrón
hamburgues	hamburgués
hamburgueseria	hamburguesería
hamburgueserias	hamburgueserías
hamster	hámster
hamsteres	hámsteres
handicap	hándicap
haplologia	haplología
haplologias	haplologías
hara	hará
haragan	haragán
haraganeabamos	haraganeábamos
haraganeais	haraganeáis
haraganeandose	haraganeándose
haraganearamos	haraganeáramos
haraganearia	haraganearía
haraganeariais	haraganearíais
haraganeariamos	haraganearíamos
haraganearian	haraganearían
haraganearias	haraganearías
haraganeasemos	haraganeásemos
haraganeeis	haraganeéis
haraganeria	haraganería
haraganerias	haraganerías
haran	harán
haras	harás
harbabamos	harbábamos
harbais	harbáis
harbandose	harbándose
harbaramos	harbáramos
harbaria	harbaría
harbariais	harbaríais
harbariamos	harbaríamos
harbarian	harbarían
harbarias	harbarías
harbasemos	harbásemos
harbeis	harbéis
harbullabamos	harbullábamos
harbullais	harbulláis
harbullandose	harbullándose
harbullaramos	harbulláramos
harbullaria	harbullaría
harbullariais	harbullaríais
harbullariamos	harbullaríamos
harbullarian	harbullarían
harbullarias	harbullarías
harbullasemos	harbullásemos
harbulleis	harbulléis
hare	haré
hareis	haréis
haren	harén
haria	haría
hariais	haríais
hariamos	haríamos
harian	harían
harias	harías
harinearia	harinearía
harinearian	harinearían
harineo	harineó
harmoniceis	harmonicéis
harmonizabamos	harmonizábamos
harmonizacion	harmonización
harmonizais	harmonizáis
harmonizandose	harmonizándose
harmonizaramos	harmonizáramos
harmonizaria	harmonizaría
harmonizariais	harmonizaríais
harmonizariamos	harmonizaríamos
harmonizarian	harmonizarían
harmonizarias	harmonizarías
harmonizasemos	harmonizásemos
haroneabamos	haroneábamos
haroneais	haroneáis
haroneandose	haroneándose
haronearamos	haroneáramos
haronearia	haronearía
haroneariais	haronearíais
haroneariamos	haronearíamos
haronearian	haronearían
haronearias	haronearías
haroneasemos	haroneásemos
haroneeis	haroneéis
harpia	harpía
harpias	harpías
harreabamos	harreábamos
harreais	harreáis
harreandose	harreándose
harrearamos	harreáramos
harrearia	harrearía
harreariais	harrearíais
harreariamos	harrearíamos
harrearian	harrearían
harrearias	harrearías
harreasemos	harreásemos
harreeis	harreéis
hartabamos	hartábamos
hartais	hartáis
hartandome	hartándome
hartandonos	hartándonos
hartandoos	hartándoos
hartandose	hartándose
hartandote	hartándote
hartaramos	hartáramos
hartaria	hartaría
hartariais	hartaríais
hartariamos	hartaríamos
hartarian	hartarían
hartarias	hartarías
hartasemos	hartásemos
hartate	hártate
harteis	hartéis
hastia	hastía
hastiabamos	hastiábamos
hastiais	hastiáis
hastian	hastían
hastiandose	hastiándose
hastiaramos	hastiáramos
hastiaria	hastiaría
hastiariais	hastiaríais
hastiariamos	hastiaríamos
hastiarian	hastiarían
hastiarias	hastiarías
hastias	hastías
hastiasemos	hastiásemos
hastieis	hastiéis
hastien	hastíen
hasties	hastíes
hastios	hastíos
hateabamos	hateábamos
hateais	hateáis
hateandose	hateándose
hatearamos	hateáramos
hatearia	hatearía
hateariais	hatearíais
hateariamos	hatearíamos
hatearian	hatearían
hatearias	hatearías
hateasemos	hateásemos
hateeis	hateéis
hateria	hatería
haterias	haterías
hayais	hayáis
hazmela	házmela
hazmelas	házmelas
hazmelo	házmelo
hazmelos	házmelos
hazmerreir	hazmerreír
hazmerreires	hazmerreíres
haznosla	háznosla
haznoslas	háznoslas
haznoslo	háznoslo
haznoslos	háznoslos
hebdomada	hebdómada
hebdomadas	hebdómadas
heben	hebén
hebetabamos	hebetábamos
hebetais	hebetáis
hebetandose	hebetándose
hebetaramos	hebetáramos
hebetaria	hebetaría
hebetariais	hebetaríais
hebetariamos	hebetaríamos
hebetarian	hebetarían
hebetarias	hebetarías
hebetasemos	hebetásemos
hebeteis	hebetéis
hebillabamos	hebillábamos
hebillais	hebilláis
hebillandose	hebillándose
hebillaramos	hebilláramos
hebillaria	hebillaría
hebillariais	hebillaríais
hebillariamos	hebillaríamos
hebillarian	hebillarían
hebillarias	hebillarías
hebillasemos	hebillásemos
hebilleis	hebilléis
hebraiceis	hebraicéis
hebraicen	hebraícen
hebraices	hebraíces
hebraista	hebraísta
hebraistas	hebraístas
hebraiza	hebraíza
hebraizabamos	hebraizábamos
hebraizais	hebraizáis
hebraizan	hebraízan
hebraizandose	hebraizándose
hebraizaramos	hebraizáramos
hebraizaria	hebraizaría
hebraizariais	hebraizaríais
hebraizariamos	hebraizaríamos
hebraizarian	hebraizarían
hebraizarias	hebraizarías
hebraizas	hebraízas
hebraizasemos	hebraizásemos
hechiceis	hechicéis
hechiceria	hechicería
hechicerias	hechicerías
hechizabamos	hechizábamos
hechizais	hechizáis
hechizandose	hechizándose
hechizaramos	hechizáramos
hechizaria	hechizaría
hechizariais	hechizaríais
hechizariamos	hechizaríamos
hechizarian	hechizarían
hechizarias	hechizarías
hechizasemos	hechizásemos
hectarea	hectárea
hectareas	hectáreas
hectica	héctica
hecticas	hécticas
hectico	héctico
hecticos	hécticos
hector	héctor
hectorea	hectórea
hectoreas	hectóreas
hectoreo	hectóreo
hectoreos	hectóreos
hedais	hedáis
hedeis	hedéis
hedera	hederá
hederan	hederán
hederas	hederás
hedere	hederé
hedereis	hederéis
hederia	hedería
hederiais	hederíais
hederiamos	hederíamos
hederian	hederían
hederias	hederías
hedi	hedí
hedia	hedía
hediais	hedíais
hediamos	hedíamos
hedian	hedían
hedias	hedías
hediendose	hediéndose
hedieramos	hediéramos
hedieremos	hediéremos
hediesemos	hediésemos
hedio	hedió
hegemonia	hegemonía
hegemonias	hegemonías
hegemonica	hegemónica
hegemonicas	hegemónicas
hegemonico	hegemónico
hegemonicos	hegemónicos
helabamos	helábamos
heladeria	heladería
heladerias	heladerías
helais	heláis
helandose	helándose
helaramos	heláramos
helaria	helaría
helariais	helaríais
helariamos	helaríamos
helarian	helarían
helarias	helarías
helasemos	helásemos
hele	helé
heleabamos	heleábamos
heleais	heleáis
heleandose	heleándose
helearamos	heleáramos
helearia	helearía
heleariais	helearíais
heleariamos	helearíamos
helearian	helearían
helearias	helearías
heleasemos	heleásemos
heleeis	heleéis
heleis	heléis
helenica	helénica
helenicas	helénicas
heleniceis	helenicéis
helenico	helénico
helenicos	helénicos
helenistica	helenística
helenisticas	helenísticas
helenistico	helenístico
helenisticos	helenísticos
helenizabamos	helenizábamos
helenizais	helenizáis
helenizandose	helenizándose
helenizaramos	helenizáramos
helenizaria	helenizaría
helenizariais	helenizaríais
helenizariamos	helenizaríamos
helenizarian	helenizarían
helenizarias	helenizarías
helenizasemos	helenizásemos
helice	hélice
helices	hélices
helicon	helicón
heliconides	helicónides
helicoptero	helicóptero
helicopteros	helicópteros
heliocentrica	heliocéntrica
heliocentricas	heliocéntricas
heliocentrico	heliocéntrico
heliocentricos	heliocéntricos
heliografo	heliógrafo
heliografos	heliógrafos
heliostato	helióstato
heliostatos	helióstatos
hellin	hellín
helo	heló
helvetica	helvética
helveticas	helvéticas
helvetico	helvético
helveticos	helvéticos
hematie	hematíe
hematies	hematíes
hematofaga	hematófaga
hematofagas	hematófagas
hematofago	hematófago
hematofagos	hematófagos
hematologa	hematóloga
hematologas	hematólogas
hematologo	hematólogo
hematologos	hematólogos
hembreabamos	hembreábamos
hembreais	hembreáis
hembreandose	hembreándose
hembrearamos	hembreáramos
hembrearia	hembrearía
hembreariais	hembrearíais
hembreariamos	hembrearíamos
hembrearian	hembrearían
hembrearias	hembrearías
hembreasemos	hembreásemos
hembreeis	hembreéis
hemiplejia	hemiplejía
hemiplejias	hemiplejías
hemiplejica	hemipléjica
hemiplejicas	hemipléjicas
hemiplejico	hemipléjico
hemiplejicos	hemipléjicos
hemiptero	hemíptero
hemipteros	hemípteros
hemisferica	hemisférica
hemisfericas	hemisféricas
hemisferico	hemisférico
hemisfericos	hemisféricos
hemolisis	hemólisis
hemolitica	hemolítica
hemoliticas	hemolíticas
hemolitico	hemolítico
hemoliticos	hemolíticos
hemorroisa	hemorroísa
hemorroisas	hemorroísas
hemostatica	hemostática
hemostaticas	hemostáticas
hemostatico	hemostático
hemostaticos	hemostáticos
henchi	henchí
henchia	henchía
henchiais	henchíais
henchiamos	henchíamos
henchian	henchían
henchias	henchías
henchira	henchirá
henchiran	henchirán
henchiras	henchirás
henchire	henchiré
henchireis	henchiréis
henchiria	henchiría
henchiriais	henchiríais
henchiriamos	henchiríamos
henchirian	henchirían
henchirias	henchirías
henchis	henchís
hendais	hendáis
hendeis	hendéis
hendera	henderá
